CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,TRACHYDACITE INTRUSION,38.29048298,38.29048298,-119.04642087,-119.04642087,SAE,,,s_09-BA-35 [23517],DACITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,67.7615948765623,0.464828013634955,,15.7008573494474,,,,3.23313707261647,3.38807974382812,1.64239231484351,0.0723065798987708,,3.8838962917054,3.68763557483731,0.165272182625762,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,63.0,20.0,,,8.6,9.0,15.0,51.0,19.0,,,,,118.0,453.0,12.4,141.0,8.0,3.0,,,,,,,,1.3,,,6.5,1310.0,38.4,66.8,7.55,25.9,4.2,0.86,3.18,0.44,2.27,0.46,1.24,0.18,1.3,0.24,4.0,0.5,2.0,,,,,,,,25.0,,14.9,5.08,0.51252,,,0.705611,,19.061,,15.657,,38.839,,,,,,,,,,,,,,,1691519.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,TRACHYDACITE INTRUSION,38.3646794934761,38.3646794934761,-119.087894596667,-119.087894596667,SAE,,,s_10SB061A [23517],TRACHYDACITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,66.24,0.541753992128948,,16.8659261700522,,,,2.84204348706315,4.00693518706694,0.991512023330339,0.081774187491162,,4.13981824174008,4.11937469486729,0.173770148418719,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,71.0,10.0,,,9.4,10.0,28.0,53.0,22.0,,,,,122.0,695.0,16.2,238.0,12.0,,,,,,,,1.0,,,,4.6,1150.0,37.8,70.7,8.08,27.7,4.6,1.0,3.54,0.52,2.74,0.52,1.54,0.22,1.5,0.25,7.0,0.7,2.0,,,,,,,,25.0,,17.6,6.42,,,,,,,,,,,,,,,,,,,,,,,,,1691520.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.2348,38.2348,-118.9671,-118.9671,SAE,,,s_203106 [23517],ANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,61.5496017378711,0.817213199544843,,17.895934622944,,,,5.61704768801076,5.61704768801076,1.52063721940623,0.0413778835212579,,2.48267301127547,4.15847729388642,0.29998965552912,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,137.0,30.0,,,15.2,14.0,32.0,64.0,19.0,,,,,61.9,774.0,14.7,110.0,6.0,,,,,,,,,0.5,,,2.5,1030.0,29.0,55.2,6.51,25.0,4.6,1.24,4.16,0.59,2.82,0.54,,0.21,1.5,0.2,3.0,,,,,,,,,,23.0,,8.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,1691521.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.24897,38.24897,-118.96814,-118.96814,SAE,,,s_203245 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.1604680317593,0.720852486418721,,17.2377768491433,,,,5.29669870455495,4.84747179272879,2.48641872127037,0.0417885499373172,,2.91475135812787,4.04304220643544,0.250731299623903,,,,,,,,,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,115.0,50.0,,,17.3,30.0,38.0,106.0,18.0,,,,,69.1,747.0,11.3,112.0,4.0,,,,,,,,,5.1,,,2.9,1100.0,26.3,49.8,5.61,21.3,3.8,1.04,3.09,0.4,2.23,0.43,1.23,0.15,1.1,0.22,3.0,,,,,,,,,,14.0,,8.3,2.77,,,,,,,,,,,,,,,,,,,,,,,,,1691522.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.21642,38.21642,-118.92175,-118.92175,SAE,,,s_203248 [23517],ANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,61.4358974358974,0.666666666666667,,17.4358974358974,,,,4.75897435897436,5.52820512820513,3.21025641025641,0.0717948717948718,,2.68717948717949,3.93846153846154,0.266666666666667,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,107.0,80.0,,,17.4,34.0,41.0,82.0,19.0,,,,,85.5,847.0,10.8,124.0,5.0,3.0,,,,,,,,0.6,,,5.5,1100.0,28.7,52.9,6.02,23.4,3.5,0.99,3.01,0.4,2.08,0.42,1.17,0.18,1.2,0.17,4.0,,,,,,,,,,16.0,,9.8,3.19,,,,,,,,,,,,,,,,,,,,,,,,,1691523.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.30466,38.30466,-118.91413,-118.91413,SAE,,,s_203255 [23517],TRACHYDACITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,64.0116763969975,0.740200166805671,,18.0358632193495,,,,4.84778982485405,3.57589658048374,0.771476230191827,0.0312760633861551,,3.96163469557965,3.76355296080067,0.260633861551293,,,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,123.0,40.0,,,15.8,27.0,42.0,130.0,20.0,,,,,97.7,870.0,11.5,137.0,5.0,4.0,,,,,,,,0.3,,,2.9,1580.0,38.0,63.5,8.41,32.2,5.5,1.32,3.81,0.48,2.71,0.46,1.2,0.16,0.9,0.2,4.0,,2.0,,,,,,,,18.0,,13.0,5.53,,,,,,,,,,,,,,,,,,,,,,,,,1691524.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.27165,38.27165,-118.9178,-118.9178,SAE,,,s_203278 [23517],ANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,61.6967075819351,0.709512137192254,,16.9665945850322,,,,4.9870703238199,5.71722823592599,2.98200753312686,0.0719794921789243,,2.53984779545633,4.10283105419869,0.226221261133762,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,123.0,110.0,,,19.6,45.0,46.0,65.0,21.0,,,,,66.7,919.0,12.4,107.0,5.0,,,,,,,,2.0,0.5,,,4.1,1060.0,25.9,48.6,5.73,22.0,4.0,1.05,3.11,0.39,2.25,0.45,1.24,0.19,1.1,0.21,3.0,,1.0,,,,,,,,15.0,,7.3,2.76,,,,,,,,,,,,,,,,,,,,,,,,,1691525.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.22828,38.22828,-118.93056,-118.93056,SAE,,,s_203353 [23517],ANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,59.535145853756,0.890438703204003,,17.7052346799866,,,,6.49358222517029,6.45050362902435,2.2675125116474,0.113893322502838,,2.37105189574089,3.89308084191518,0.27955633705242,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,167.0,50.0,,,21.4,20.0,33.0,66.0,21.0,,,,,57.3,751.0,18.9,147.0,9.0,3.0,,,,,,,1.0,0.7,,,2.5,970.0,33.0,59.0,7.59,29.2,5.5,1.45,4.44,0.63,3.43,0.71,1.89,0.27,1.9,0.28,4.0,,,,,,,,,,16.0,,8.4,3.23,,,,,,,,,,,,,,,,,,,,,,,,,1691526.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.24426,38.24426,-118.93051,-118.93051,SAE,,,s_203355 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.4903475653224,0.661054916393493,,16.9395322325832,,,,4.87006593774896,5.29876831421659,2.4582979703383,0.0929608476178349,,3.53251220947773,3.38790644651665,0.268553559784856,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,103.0,20.0,,,13.5,13.0,19.0,57.0,21.0,,,,,113.0,725.0,14.8,134.0,8.0,4.0,,,,,,,1.0,0.9,,,5.7,1020.0,31.2,58.8,6.86,25.3,4.4,1.11,3.27,0.48,2.63,0.54,1.43,0.21,1.5,0.23,5.0,0.5,1.0,,,,,,,,18.0,,9.7,3.46,,,,,,,,,,,,,,,,,,,,,,,,,1691527.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.2516666666667,38.2516666666667,-118.917222222222,-118.917222222222,SAE,,,s_00-BA-38 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.7124663859151,0.690040083210716,,16.6421431833173,,,,4.70343497894363,5.11441473438531,2.76016033284286,0.101476482825105,,2.85148916738546,4.20112638895936,0.223248262215232,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,111.0,30.0,,,15.6,20.0,30.0,70.0,20.0,,,,,63.8,692.0,12.0,128.0,6.0,,,,,,,,,0.6,,,2.8,1080.0,25.7,46.9,5.67,23.3,3.7,0.96,3.28,0.46,2.21,0.43,1.29,0.17,1.2,0.19,3.0,,,,,,,,,,12.0,,8.5,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1691528.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.2519,38.2519,-118.915,-118.915,SAE,,,s_00-BA-39A [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,61.5461998893416,0.597555454956994,,17.8160052311252,,,,4.68990493435944,5.19088577033348,2.61556259745486,0.0875207484532971,,2.83687943262411,4.30561842965646,0.313867511694583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71663764183478,,93.0,19.0,,,,16.0,39.0,72.0,18.0,,,,,68.0239352372501,982.423997214209,13.7010189124426,159.404872494623,6.47202257394671,,,,,,,,,,,,3.19561639533833,1275.64340854732,33.227075070339,58.8622831623999,6.63136554124925,25.2881744548326,4.80101245680325,1.2458345416735,3.51253546568194,0.474363605467992,2.63561988673856,0.493358440278731,1.32193052775728,0.189500383536743,1.17778974096719,0.189555170196029,4.40501486132834,0.472055058724088,,,,,,,,,21.0,,9.28376360348648,3.05328722687509,0.512616,,,0.705134,,19.037,,15.673,,38.85,,,,,,,,,,,,,,,1691529.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.2519,38.2519,-118.915,-118.915,SAE,,,s_00-BA-39B [23517],TRACHYDACITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.9848876676903,0.685914013253596,,16.5366898335219,,,,4.32257152093098,4.81857119767254,2.90932600614191,0.0737433327945693,,3.65686116049782,3.70737029254889,0.304064974947471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1559522875138,,99.0,38.0,,,,32.0,14.0,68.0,22.0,,,,,89.4487134676497,955.69065785453,14.9858584854901,177.154442404006,7.31514668626209,,,,,,,,,,,,4.44291143136549,1471.59074355898,45.3161028611547,80.5278883869481,8.94868555826168,34.4153702081576,6.48144954269362,1.52999292639002,4.41819034349669,0.570090454540489,2.89065966586163,0.539617827113174,1.35784946687815,0.202180622336322,1.23925977250407,0.191747776765735,5.00909457057322,0.57890655347976,,,,,,,,,21.0,,16.2544978278333,5.15423194599691,,,,,,,,,,,,,,,,,,,,,,,,,1691530.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.2717,38.2717,-118.9375,-118.9375,SAE,,,s_00-BA-8 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.7932081639242,0.795003985108809,,16.2431017262079,,,,5.33903691522312,4.93346381622091,2.37088751904277,0.0635599632764657,,3.16790928076353,3.9144866271855,0.379342003046843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5765455871742,,110.0,33.0,,,,26.0,31.0,82.0,20.0,,,,,79.5896711065385,1193.68172829932,15.7991390109611,178.678044635501,6.7821639128147,,,,,,,,,,,,3.31585440219012,1442.6713655331,43.6997641303743,83.4033086042409,9.73035501803953,39.1282435717042,7.77859591681643,1.9524820242476,5.36763935530364,0.663940836392478,3.20476659856008,0.564501499732241,1.36186010689872,0.189827536562845,1.12307473670045,0.181382489886568,4.95426099095658,0.527638725907594,,,,,,,,,15.0,,12.7986625822744,4.2370515026647,0.512748,,,0.704303,,18.991,,15.626,,38.686,,,,,,,,,,,,,,,1691531.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.281,38.281,-118.9053,-118.9053,SAE,,,s_01-BA-25 [23517],ANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.7516108349012,0.704247558783649,,16.6076289981816,,,,4.94760187939498,4.90871059629797,3.00619107182274,0.052555787968929,,2.74341213197809,4.02577335841996,0.252267782250859,,,,,,,,,,,,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,99.0,110.0,,,22.0,43.0,36.0,66.0,24.0,,,,,79.2,735.0,14.9,130.0,7.0,,,,,,,,2.0,1.1,,,3.5,1260.0,30.7,57.9,7.26,28.0,5.2,1.44,3.91,0.54,2.92,0.51,1.49,0.21,1.4,0.24,4.0,0.9,,,,,,,,,22.0,,9.5,3.34,,,,,,,,,,,,,,,,,,,,,,,,,1691532.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WEST BRAWLEY PEAK,38.2522,38.2522,-118.9175,-118.9175,SAE,,,s_712-1 [23517],ANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.54,0.73,,17.31,,,,5.05,4.84,2.68,0.04,,2.65,4.12,0.04,,0.91,0.49,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,100.0,46.0,,,15.0,26.0,32.0,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691533.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.20197,38.20197,-119.08984,-119.08984,SAE,,,s_203123 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,60.82,0.884775755110343,,16.3734363876742,,,,5.2069561680057,6.04088274178786,3.65097121936337,0.081358690125089,,3.16281907861283,3.38655547645683,0.396623614359809,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,104.0,90.0,,,20.3,110.0,28.0,58.0,20.0,,,,,95.1,867.0,15.4,145.0,11.0,,,,,,,,2.0,0.4,,,3.8,1130.0,42.1,83.6,9.44,37.1,6.2,1.56,4.88,0.66,3.25,0.5,,0.19,1.4,0.25,4.0,0.6,1.0,,,,,,,,21.0,,10.9,4.09,,,,,,,,,,,,,,,,,,,,,,,,,1691534.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.15892,38.15892,-119.16185,-119.16185,SAE,,,s_203172 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,60.6456803781555,0.814643467766268,,16.8963089610781,,,,5.33038318414965,6.12491199839083,2.79593683998793,0.100573267625465,,3.00714070200141,3.97264407120587,0.311777129638942,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,149.0,80.0,,,14.9,17.0,36.0,65.0,20.0,,,,,94.4,844.0,17.3,91.9,9.0,,,,,,,,3.0,0.5,,,3.4,1100.0,34.2,62.9,7.72,29.0,5.1,1.33,3.97,0.56,3.04,0.62,1.73,0.25,1.5,0.27,3.0,,1.0,,,,,,,,21.0,,9.4,3.45,,,,,,,,,,,,,,,,,,,,,,,,,1691535.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.26518,38.26518,-119.20249,-119.20249,SAE,,,s_203182 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,60.65,0.881057268722467,,17.006454256736,,,,5.36830242802992,5.96250384181949,3.10419014445241,0.0819588156951132,,2.75586517774818,3.88279889355599,0.307345558856675,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,119.0,100.0,,,18.3,43.0,26.0,62.0,21.0,,,,,78.8,931.0,14.4,114.0,9.0,,,,,1.0,,,2.0,0.6,,,3.0,1040.0,32.0,61.7,7.43,28.7,5.1,1.28,4.31,0.61,2.86,0.54,1.66,0.23,1.4,0.29,4.0,0.7,,,,,,,,,16.0,,11.7,4.17,,,,,,,,,,,,,,,,,,,,,,,,,1691536.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.26071,38.26071,-119.15972,-119.15972,SAE,,,s_203187 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,61.8200305033045,0.843924758515506,,18.0986273512964,,,,4.48398576512456,5.23640061006609,2.16573462125064,0.0711743772241993,,3.01982714794103,3.99593289273005,0.264361972547026,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,130.0,40.0,,,12.3,20.0,22.0,61.0,21.0,,,,,83.6,988.0,13.9,141.0,9.0,,,,,1.0,,,2.0,0.3,,,2.9,1280.0,33.2,59.2,7.27,27.5,4.8,1.41,4.12,0.54,2.69,0.53,1.42,0.21,1.3,0.26,4.0,0.7,,,,,,,,,19.0,,11.9,4.38,,,,,,,,,,,,,,,,,,,,,,,,,1691537.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.26233,38.26233,-119.18032,-119.18032,SAE,,,s_203188 [23517],ANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.3700623700624,0.873180873180873,,17.983367983368,,,,5.04158004158004,4.57380457380457,2.06860706860707,0.0623700623700624,,3.14968814968815,3.60706860706861,0.27027027027027,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,150.0,40.0,,,14.6,26.0,20.0,71.0,21.0,,,,,87.0,935.0,14.7,123.0,9.0,,,,,,,,2.0,0.4,,,2.6,1680.0,40.5,75.7,8.94,34.0,5.9,1.53,4.83,0.66,3.12,0.57,1.64,0.22,1.5,0.3,4.0,0.8,,,,,,,,,22.0,,12.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,1691538.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.24283,38.24283,-119.15025,-119.15025,SAE,,,s_203190 [23517],TRACHYDACITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,62.8478898896873,0.759032486590426,,17.2047363627163,,,,4.73636271632426,4.80720574840603,1.92288229936241,0.0404817326181561,,3.24865904260702,4.12913672705192,0.30361299463617,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,118.0,20.0,,,10.9,9.0,22.0,65.0,20.0,,,,,93.5,878.0,13.0,143.0,10.0,,,,,,,,2.0,0.5,,,3.5,1240.0,37.7,69.9,8.43,31.4,5.3,1.4,4.66,0.61,2.79,0.51,1.43,0.21,1.3,0.23,4.0,0.8,,,,,,,,,22.0,,13.2,5.02,,,,,,,,,,,,,,,,,,,,,,,,,1691539.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.2443,38.2443,-119.14674,-119.14674,SAE,,,s_203191 [23517],TRACHYDACITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,63.073276306297,0.7111202720808,,17.2111718025353,,,,4.4110069050809,4.83355663196949,1.95815727094713,0.0721426362980522,,3.30825517881068,4.10182417808925,0.319488817891374,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,108.0,40.0,,,11.8,22.0,17.0,68.0,20.0,,,,,95.3,936.0,17.0,147.0,10.0,,,,,,,,3.0,0.5,,,3.5,1330.0,41.2,78.5,9.27,34.4,6.0,1.46,5.1,0.69,3.2,0.62,1.55,0.24,1.5,0.27,5.0,0.7,,,,,,,,,24.0,,13.2,4.93,,,,,,,,,,,,,,,,,,,,,,,,,1691540.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.18393,38.18393,-119.10162,-119.10162,SAE,,,s_203266 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,59.1230628765445,0.925404462415479,,16.5544576054325,,,,5.68072073625344,6.64234758578222,3.66048876244345,0.0925404462415479,,2.8790361052926,3.98952146019118,0.452419959403123,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,151.0,150.0,,,20.6,49.0,41.0,64.0,20.0,,,,,78.1,1170.0,18.7,143.0,9.0,,,,,,,,1.0,0.4,,,3.1,1280.0,40.2,73.1,9.65,36.4,5.8,1.63,4.87,0.62,3.42,0.67,1.85,0.23,1.5,0.23,4.0,0.7,2.0,,,,,,,,16.0,,9.8,3.51,,,,,,,,,,,,,,,,,,,,,,,,,1691541.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.1821,38.1821,-119.11793,-119.11793,SAE,,,s_203272 [23517],TRACHYDACITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,66.7528247810348,0.524559948202276,,16.2510729050901,,,,3.00783702848103,3.31192751610065,1.81024609575688,0.051427445902184,,4.51532975021175,3.64106316987462,0.133711359345678,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,63.0,40.0,,,8.8,19.0,11.0,45.0,20.0,,,,,132.0,860.0,10.9,211.0,12.0,3.0,,,,,,,1.0,0.5,,,7.0,1390.0,33.4,58.4,6.49,22.6,4.1,1.06,2.74,0.36,2.05,0.39,1.12,0.14,1.1,0.15,6.0,1.0,2.0,,,,,,,,25.0,,16.1,5.97,,,,,,,,,,,,,,,,,,,,,,,,,1691542.0,
[23517],CONVERGENT MARGIN,CASCADES / ANCESTRAL CASCADES / CALIFORNIA / BODIE HILLS VOLCANIC FIELD,WILLOW SPRING,38.20391,38.20391,-119.10071,-119.10071,SAE,,,s_203274 [23517],TRACHYANDESITE [23517],,,,MIOCENE [23517],,,,,VOL,,,,,WR [23517] ,60.4610536775061,0.892713544231633,,16.3326000706015,,,,5.23034170213732,6.61419580498892,3.41868709552341,0.101444720935413,,2.92160796293989,3.72302125832965,0.304334162806239,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,175.0,70.0,,,18.2,26.0,44.0,55.0,20.0,,,,,76.3,1150.0,16.7,139.0,7.0,,,,,,,,1.0,0.3,,,3.6,1090.0,32.9,64.7,7.66,30.3,5.7,1.47,4.17,0.6,3.0,0.57,1.79,0.22,1.5,0.23,4.0,0.6,2.0,,,,,,,,18.0,,11.3,3.89,,,,,,,,,,,,,,,,,,,,,,,,,1691543.0,
